tokenID	Bit String	Type of Token	description	external_url	Starting Project	Unit	Deleverable	Years_Duration	Impact Type	SDGs	KML	Starting Date	Implementer Partner	Document Type	Internal Verification	IV_Document	Local Verification	Imv_Document	Project Type	Impact Unit
1868	01100000010001100000101000101010101110000101011000000000011101001100000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1869	01100000010001100000101000101010101110000101011000000000011101001101000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1870	01100000010001100000101000101010101110000101011000000000011101001110000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1871	01100000010001100000101000101010101110000101011000000000011101001111000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1872	01100000010001100000101000101010101110000101011000000000011101010000000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1873	01100000010001100000101000101010101110000101011000000000011101010001000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1874	01100000010001100000101000101010101110000101011000000000011101010010000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1875	01100000010001100000101000101010101110000101011000000000011101010011000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1876	01100000010001100000101000101010101110000101011000000000011101010100000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1877	01100000010001100000101000101010101110000101011000000000011101010101000000000000000000111101110010000100010000000000000000000000000000000000	Legendary Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
